Worksheet Filter,Median Sale Price,Period End,Property Type,Region,Region Type,State Code
Value,$225K,9/30/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$248K,12/31/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$340K,4/30/2012,All Residential,"San Diego, CA",Place/City,CA
Value,$370K,7/31/2012,All Residential,"San Diego, CA",Place/City,CA
Value,$360K,9/30/2012,All Residential,"San Diego, CA",Place/City,CA
Value,$375K,11/30/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$405K,3/31/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$915K,4/30/2013,All Residential,"San Francisco, CA",Place/City,CA
Value,$435K,12/31/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$422K,2/28/2014,All Residential,"San Diego, CA",Place/City,CA
Value,$515K,12/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$474K,12/31/2014,All Residential,"San Diego, CA",Place/City,CA
Value,$510K,6/30/2015,All Residential,"San Diego, CA",Place/City,CA
Value,$501K,7/31/2015,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,183K",7/31/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,$151K,8/31/2012,All Residential,"Atlanta, GA",Place/City,GA
Value,$250K,5/31/2014,All Residential,"Chicago, IL",Place/City,IL
Value,$150K,1/31/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$176K,7/31/2017,All Residential,"Louisville, KY",Place/City,KY
Value,$362K,3/31/2012,All Residential,"Boston, MA",Place/City,MA
Value,$426K,6/30/2012,All Residential,"Boston, MA",Place/City,MA
Value,$420K,3/31/2013,All Residential,"Boston, MA",Place/City,MA
Value,$460K,10/31/2014,All Residential,"Boston, MA",Place/City,MA
Value,$547K,10/31/2015,All Residential,"Boston, MA",Place/City,MA
Value,$610K,5/31/2017,All Residential,"Boston, MA",Place/City,MA
Value,$153K,2/28/2019,All Residential,"Cincinnati, OH",Place/City,OH
Value,$180K,6/30/2016,All Residential,"Newport News, VA",County,VA
Value,$176K,6/30/2017,All Residential,"Newport News, VA",County,VA
Value,$165K,1/31/2018,All Residential,"Newport News, VA",County,VA
Value,$260K,8/31/2018,All Residential,"Virginia Beach, VA",County,VA
Value,$260K,11/30/2018,All Residential,"Virginia Beach, VA",County,VA
Value,$249K,12/31/2018,All Residential,"Virginia Beach, VA",County,VA
Value,$270K,4/30/2019,All Residential,"Virginia Beach, VA",County,VA
Value,$180K,4/30/2019,All Residential,"Newport News, VA",County,VA
Value,$105K,3/31/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$168K,12/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$201K,6/30/2015,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$235K,12/31/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$310K,2/29/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$380K,11/30/2012,All Residential,"San Diego, CA",Place/City,CA
Value,$380K,12/31/2012,All Residential,"San Diego, CA",Place/City,CA
Value,$825K,12/31/2012,All Residential,"San Francisco, CA",Place/City,CA
Value,$385K,2/28/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,300K",5/31/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,$490K,8/31/2015,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,180K",9/30/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,$486K,11/30/2015,All Residential,"San Diego, CA",Place/City,CA
Value,$499K,3/31/2016,All Residential,"San Diego, CA",Place/City,CA
Value,$530K,6/30/2016,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,242K",3/31/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,$590K,11/30/2017,All Residential,"San Diego, CA",Place/City,CA
Value,$700K,11/30/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$249K,7/31/2012,All Residential,"Denver, CO",Place/City,CO
Value,$267K,9/30/2013,All Residential,"Denver, CO",Place/City,CO
Value,$320K,8/31/2015,All Residential,"Denver, CO",Place/City,CO
Value,$150K,3/31/2012,All Residential,"Miami, FL",Place/City,FL
Value,$203K,11/30/2013,All Residential,"Miami, FL",Place/City,FL
Value,$202K,1/31/2014,All Residential,"Miami, FL",Place/City,FL
Value,$128K,1/31/2015,All Residential,"Jacksonville, FL",Place/City,FL
Value,$124K,2/28/2015,All Residential,"Jacksonville, FL",Place/City,FL
Value,$230K,3/31/2015,All Residential,"Miami, FL",Place/City,FL
Value,$158K,7/31/2015,All Residential,"Jacksonville, FL",Place/City,FL
Value,$249K,9/30/2015,All Residential,"Miami, FL",Place/City,FL
Value,$247K,3/31/2016,All Residential,"Miami, FL",Place/City,FL
Value,$168K,8/31/2016,All Residential,"Jacksonville, FL",Place/City,FL
Value,$238K,11/30/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,4/30/2015,All Residential,"Chicago, IL",Place/City,IL
Value,$166K,6/30/2015,All Residential,"Louisville, KY",Place/City,KY
Value,$161K,11/30/2016,All Residential,"Louisville, KY",Place/City,KY
Value,$179K,5/31/2018,All Residential,"Louisville, KY",Place/City,KY
Value,$175K,12/31/2018,All Residential,"Louisville, KY",Place/City,KY
Value,$177K,2/28/2019,All Residential,"Louisville, KY",Place/City,KY
Value,$483K,5/31/2014,All Residential,"Boston, MA",Place/City,MA
Value,$500K,12/31/2014,All Residential,"Boston, MA",Place/City,MA
Value,$500K,3/31/2015,All Residential,"Boston, MA",Place/City,MA
Value,$580K,8/31/2016,All Residential,"Boston, MA",Place/City,MA
Value,$603K,7/31/2017,All Residential,"Boston, MA",Place/City,MA
Value,$635K,9/30/2017,All Residential,"Boston, MA",Place/City,MA
Value,$700K,8/31/2018,All Residential,"Boston, MA",Place/City,MA
Value,$690K,1/31/2019,All Residential,"Boston, MA",Place/City,MA
Value,$645K,3/31/2019,All Residential,"Boston, MA",Place/City,MA
Value,$140K,1/31/2013,All Residential,"Charlotte, NC",Place/City,NC
Value,$460K,7/31/2015,All Residential,"New York, NY",Place/City,NY
Value,$100K,3/31/2014,All Residential,"Cincinnati, OH",Place/City,OH
Value,$130K,6/30/2014,All Residential,"Cincinnati, OH",Place/City,OH
Value,$115K,11/30/2014,All Residential,"Cincinnati, OH",Place/City,OH
Value,$138K,4/30/2017,All Residential,"Cincinnati, OH",Place/City,OH
Value,$155K,7/31/2017,All Residential,"Cincinnati, OH",Place/City,OH
Value,$162K,5/31/2015,All Residential,"Newport News, VA",Place/City,VA
Value,$165K,10/31/2016,All Residential,"Newport News, VA",Place/City,VA
Value,$152K,2/28/2014,All Residential,"Newport News, VA",County,VA
Value,$240K,7/31/2014,All Residential,"Virginia Beach, VA",County,VA
Value,$160K,8/31/2014,All Residential,"Newport News, VA",County,VA
Value,$230K,3/31/2015,All Residential,"Virginia Beach, VA",County,VA
Value,$240K,4/30/2015,All Residential,"Virginia Beach, VA",County,VA
Value,$254K,7/31/2015,All Residential,"Virginia Beach, VA",County,VA
Value,$242K,8/31/2015,All Residential,"Virginia Beach, VA",County,VA
Value,$248K,11/30/2015,All Residential,"Virginia Beach, VA",County,VA
Value,$231K,2/29/2016,All Residential,"Virginia Beach, VA",County,VA
Value,$180K,5/31/2016,All Residential,"Newport News, VA",County,VA
Value,$175K,8/31/2017,All Residential,"Newport News, VA",County,VA
Value,$250K,10/31/2017,All Residential,"Virginia Beach, VA",County,VA
Value,$252K,3/31/2018,All Residential,"Virginia Beach, VA",County,VA
Value,$185K,7/31/2018,All Residential,"Newport News, VA",County,VA
Value,$95K,1/31/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$167K,8/31/2013,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$175K,3/31/2014,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$214K,3/31/2016,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$760K,1/31/2013,All Residential,"San Francisco, CA",Place/City,CA
Value,$470K,8/31/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$555K,6/30/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,151K",1/31/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,200K",3/31/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,295K",5/31/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,210K",7/31/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,$215K,1/31/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$240K,2/28/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$245K,3/31/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$250K,4/30/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$260K,6/30/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,10/31/2018,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$255K,3/31/2019,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$654K,1/31/2012,All Residential,"San Francisco, CA",Place/City,CA
Value,$810K,11/30/2012,All Residential,"San Francisco, CA",Place/City,CA
Value,$900K,3/31/2013,All Residential,"San Francisco, CA",Place/City,CA
Value,$428K,10/31/2013,All Residential,"San Diego, CA",Place/City,CA
Value,$500K,4/30/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$472K,7/31/2014,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,225K",6/30/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,$570K,8/31/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,201K",8/31/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,227K",11/30/2015,All Residential,"San Francisco, CA",Place/City,CA
Value,$605K,4/30/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,"$1,388K",11/30/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,$600K,3/31/2018,All Residential,"San Diego, CA",Place/City,CA
Value,$699K,7/31/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$720K,8/31/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$700K,10/31/2018,All Residential,"Los Angeles, CA",Place/City,CA
Value,$590K,10/31/2018,All Residential,"San Diego, CA",Place/City,CA
Value,$585K,1/31/2019,All Residential,"San Diego, CA",Place/City,CA
Value,$720K,3/31/2019,All Residential,"Los Angeles, CA",Place/City,CA
Value,$255K,6/30/2012,All Residential,"Denver, CO",Place/City,CO
Value,$230K,10/31/2012,All Residential,"Denver, CO",Place/City,CO
Value,$235K,2/28/2013,All Residential,"Denver, CO",Place/City,CO
Value,$329K,6/30/2015,All Residential,"Denver, CO",Place/City,CO
Value,$329K,2/29/2016,All Residential,"Denver, CO",Place/City,CO
Value,$375K,7/31/2016,All Residential,"Denver, CO",Place/City,CO
Value,$351K,8/31/2016,All Residential,"Denver, CO",Place/City,CO
Value,$397K,6/30/2017,All Residential,"Denver, CO",Place/City,CO
Value,$190K,5/31/2013,All Residential,"Miami, FL",Place/City,FL
Value,$200K,7/31/2013,All Residential,"Miami, FL",Place/City,FL
Value,$220K,11/30/2014,All Residential,"Miami, FL",Place/City,FL
Value,$148K,5/31/2015,All Residential,"Jacksonville, FL",Place/City,FL
Value,$170K,2/28/2017,All Residential,"Jacksonville, FL",Place/City,FL
Value,$210K,4/30/2013,All Residential,"Atlanta, GA",Place/City,GA
Value,$217K,9/30/2013,All Residential,"Atlanta, GA",Place/City,GA
Value,$220K,11/30/2014,All Residential,"Atlanta, GA",Place/City,GA
Value,$240K,3/31/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$228K,9/30/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$275K,5/31/2017,All Residential,"Atlanta, GA",Place/City,GA
Value,$250K,2/28/2018,All Residential,"Atlanta, GA",Place/City,GA
Value,$223K,9/30/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$263K,6/30/2014,All Residential,"Chicago, IL",Place/City,IL
Value,$268K,4/30/2016,All Residential,"Chicago, IL",Place/City,IL
Value,$260K,10/31/2017,All Residential,"Chicago, IL",Place/City,IL
Value,$258K,11/30/2018,All Residential,"Chicago, IL",Place/City,IL
Value,$249K,10/31/2014,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$341K,4/30/2018,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$377K,7/31/2018,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$333K,1/31/2019,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$197K,12/31/2014,All Residential,"Minneapolis, MN",Place/City,MN
Value,$215K,11/30/2015,All Residential,"Minneapolis, MN",Place/City,MN
Value,$260K,12/31/2018,All Residential,"Minneapolis, MN",Place/City,MN
Value,$170K,10/31/2013,All Residential,"Charlotte, NC",Place/City,NC
Value,$177K,4/30/2014,All Residential,"Charlotte, NC",Place/City,NC
Value,$191K,5/31/2014,All Residential,"Charlotte, NC",Place/City,NC
Value,$197K,3/31/2015,All Residential,"Charlotte, NC",Place/City,NC
Value,$180K,1/31/2016,All Residential,"Charlotte, NC",Place/City,NC
Value,$227K,3/31/2017,All Residential,"Charlotte, NC",Place/City,NC
Value,$215K,1/31/2018,All Residential,"Charlotte, NC",Place/City,NC
Value,$600K,9/30/2017,All Residential,"New York, NY",Place/City,NY
Value,$605K,11/30/2017,All Residential,"New York, NY",Place/City,NY
Value,$590K,11/30/2018,All Residential,"New York, NY",Place/City,NY
Value,$114K,4/30/2013,All Residential,"Cincinnati, OH",Place/City,OH
Value,$137K,2/28/2018,All Residential,"Cincinnati, OH",Place/City,OH
Value,$215K,7/31/2015,All Residential,"Nashville, TN",Place/City,TN
Value,$275K,7/31/2017,All Residential,"Nashville, TN",Place/City,TN
Value,$268K,10/31/2017,All Residential,"Nashville, TN",Place/City,TN
Value,$275K,9/30/2018,All Residential,"Nashville, TN",Place/City,TN
Value,$184K,2/29/2012,All Residential,"Dallas, TX",Place/City,TX
Value,$215K,9/30/2012,All Residential,"Dallas, TX",Place/City,TX
Value,$240K,10/31/2012,All Residential,"Austin, TX",Place/City,TX
Value,$199K,11/30/2012,All Residential,"Dallas, TX",Place/City,TX
Value,$245K,1/31/2013,All Residential,"Austin, TX",Place/City,TX
Value,$170K,11/30/2013,All Residential,"Houston, TX",Place/City,TX
Value,$240K,12/31/2013,All Residential,"Dallas, TX",Place/City,TX
Value,$180K,3/31/2014,All Residential,"Houston, TX",Place/City,TX
Value,$290K,4/30/2014,All Residential,"Austin, TX",Place/City,TX
Value,$182K,10/31/2014,All Residential,"Houston, TX",Place/City,TX
Value,$196K,8/31/2015,All Residential,"Houston, TX",Place/City,TX
Value,$185K,11/30/2015,All Residential,"Houston, TX",Place/City,TX
Value,$240K,1/31/2016,All Residential,"Dallas, TX",Place/City,TX
Value,$249K,2/29/2016,All Residential,"Dallas, TX",Place/City,TX
Value,$215K,6/30/2016,All Residential,"Houston, TX",Place/City,TX
Value,$275K,7/31/2016,All Residential,"Dallas, TX",Place/City,TX
Value,$295K,10/31/2016,All Residential,"Dallas, TX",Place/City,TX
Value,$205K,11/30/2016,All Residential,"Houston, TX",Place/City,TX
Value,$213K,9/30/2017,All Residential,"Houston, TX",Place/City,TX
Value,$295K,10/31/2017,All Residential,"Dallas, TX",Place/City,TX
Value,$220K,3/31/2018,All Residential,"Houston, TX",Place/City,TX
Value,$225K,5/31/2018,All Residential,"Houston, TX",Place/City,TX
Value,$218K,8/31/2018,All Residential,"Houston, TX",Place/City,TX
Value,$215K,9/30/2018,All Residential,"Houston, TX",Place/City,TX
Value,$222K,1/31/2014,All Residential,"Virginia Beach, VA",Place/City,VA
Value,$152K,2/28/2014,All Residential,"Newport News, VA",Place/City,VA
Value,$232K,3/31/2014,All Residential,"Virginia Beach, VA",Place/City,VA
Value,$160K,4/30/2015,All Residential,"Newport News, VA",County,VA
Value,$160K,2/29/2016,All Residential,"Newport News, VA",County,VA
Value,$128K,7/31/2012,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$330K,5/31/2012,All Residential,"Los Angeles, CA",Place/City,CA
Value,$525K,10/31/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$453K,11/30/2014,All Residential,"San Diego, CA",Place/City,CA
Value,$522K,11/30/2014,All Residential,"Los Angeles, CA",Place/City,CA
Value,$530K,3/31/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$547K,5/31/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$560K,7/31/2015,All Residential,"Los Angeles, CA",Place/City,CA
Value,$575K,3/31/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$675K,11/30/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$400K,12/31/2018,All Residential,"Denver, CO",Place/City,CO
Value,$270K,7/31/2016,All Residential,"Miami, FL",Place/City,FL
Value,$265K,12/31/2016,All Residential,"Atlanta, GA",Place/City,GA
Value,$185K,4/30/2013,All Residential,"Chicago, IL",Place/City,IL
Value,$268K,5/31/2015,All Residential,"Chicago, IL",Place/City,IL
Value,$266K,8/31/2015,All Residential,"Chicago, IL",Place/City,IL
Value,$250K,11/30/2016,All Residential,"Chicago, IL",Place/City,IL
Value,$242K,1/31/2017,All Residential,"Chicago, IL",Place/City,IL
Value,$264K,9/30/2017,All Residential,"Chicago, IL",Place/City,IL
Value,$145K,9/30/2015,All Residential,"Louisville, KY",Place/City,KY
Value,$163K,2/28/2018,All Residential,"Louisville, KY",Place/City,KY
Value,$175K,11/30/2018,All Residential,"Louisville, KY",Place/City,KY
Value,$470K,2/28/2014,All Residential,"Boston, MA",Place/City,MA
Value,$555K,11/30/2015,All Residential,"Boston, MA",Place/City,MA
Value,$624K,4/30/2017,All Residential,"Boston, MA",Place/City,MA
Value,$670K,4/30/2019,All Residential,"Boston, MA",Place/City,MA
Value,$206K,5/31/2016,All Residential,"Charlotte, NC",Place/City,NC
Value,$202K,10/31/2016,All Residential,"Charlotte, NC",Place/City,NC
Value,$225K,11/30/2017,All Residential,"Charlotte, NC",Place/City,NC
Value,$415K,9/30/2015,All Residential,"New York, NY",Place/City,NY
Value,$550K,6/30/2016,All Residential,"New York, NY",Place/City,NY
Value,$123K,10/31/2014,All Residential,"Cincinnati, OH",Place/City,OH
Value,$131K,4/30/2016,All Residential,"Cincinnati, OH",Place/City,OH
Value,$130K,12/31/2016,All Residential,"Cincinnati, OH",Place/City,OH
Value,$148K,6/30/2017,All Residential,"Cincinnati, OH",Place/City,OH
Value,$241K,6/30/2014,All Residential,"Virginia Beach, VA",Place/City,VA
Value,$156K,9/30/2014,All Residential,"Newport News, VA",Place/City,VA
Value,$170K,9/30/2015,All Residential,"Newport News, VA",Place/City,VA
Value,$179K,10/31/2017,All Residential,"Newport News, VA",Place/City,VA
Value,$161K,2/28/2018,All Residential,"Newport News, VA",Place/City,VA
Value,$188K,3/31/2018,All Residential,"Newport News, VA",Place/City,VA
Value,$416K,4/30/2014,All Residential,"Seattle, WA",Place/City,WA
Value,$450K,10/31/2014,All Residential,"Seattle, WA",Place/City,WA
Value,$487K,5/31/2015,All Residential,"Seattle, WA",Place/City,WA
Value,$675K,11/30/2017,All Residential,"Seattle, WA",Place/City,WA
Value,$185K,1/31/2015,All Residential,"Nashville, TN",Place/City,TN
Value,$248K,4/30/2016,All Residential,"Nashville, TN",Place/City,TN
Value,$237K,11/30/2016,All Residential,"Nashville, TN",Place/City,TN
Value,$480K,2/29/2016,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,220K",2/29/2016,All Residential,"San Francisco, CA",Place/City,CA
Value,$526K,4/30/2016,All Residential,"San Diego, CA",Place/City,CA
Value,$609K,9/30/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$539K,10/31/2016,All Residential,"San Diego, CA",Place/City,CA
Value,$594K,12/31/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$640K,4/30/2017,All Residential,"Los Angeles, CA",Place/City,CA
Value,$573K,7/31/2017,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,300K",8/31/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,295K",9/30/2017,All Residential,"San Francisco, CA",Place/City,CA
Value,$573K,10/31/2017,All Residential,"San Diego, CA",Place/City,CA
Value,"$1,250K",1/31/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,"$1,365K",7/31/2018,All Residential,"San Francisco, CA",Place/City,CA
Value,$245K,12/31/2013,All Residential,"Denver, CO",Place/City,CO
Value,$246K,1/31/2014,All Residential,"Denver, CO",Place/City,CO
Value,$250K,2/28/2014,All Residential,"Denver, CO",Place/City,CO
Value,$275K,10/31/2014,All Residential,"Denver, CO",Place/City,CO
Value,$354K,11/30/2016,All Residential,"Denver, CO",Place/City,CO
Value,$350K,12/31/2016,All Residential,"Denver, CO",Place/City,CO
Value,$415K,3/31/2018,All Residential,"Denver, CO",Place/City,CO
Value,$435K,4/30/2018,All Residential,"Denver, CO",Place/City,CO
Value,$415K,3/31/2019,All Residential,"Denver, CO",Place/City,CO
Value,$198K,2/28/2014,All Residential,"Miami, FL",Place/City,FL
Value,$225K,5/31/2014,All Residential,"Miami, FL",Place/City,FL
Value,$137K,10/31/2014,All Residential,"Jacksonville, FL",Place/City,FL
Value,$215K,2/28/2015,All Residential,"Miami, FL",Place/City,FL
Value,$244K,1/31/2016,All Residential,"Miami, FL",Place/City,FL
Value,$140K,2/29/2016,All Residential,"Jacksonville, FL",Place/City,FL
Value,$248K,2/29/2016,All Residential,"Miami, FL",Place/City,FL
Value,$270K,12/31/2016,All Residential,"Miami, FL",Place/City,FL
Value,$275K,3/31/2017,All Residential,"Miami, FL",Place/City,FL
Value,$183K,8/31/2017,All Residential,"Jacksonville, FL",Place/City,FL
Value,$285K,11/30/2017,All Residential,"Miami, FL",Place/City,FL
Value,$305K,5/31/2018,All Residential,"Miami, FL",Place/City,FL
Value,$199K,7/31/2018,All Residential,"Jacksonville, FL",Place/City,FL
Value,$300K,7/31/2018,All Residential,"Miami, FL",Place/City,FL
Value,$305K,10/31/2018,All Residential,"Miami, FL",Place/City,FL
Value,$109K,2/29/2012,All Residential,"Atlanta, GA",Place/City,GA
Value,$220K,6/30/2013,All Residential,"Atlanta, GA",Place/City,GA
Value,$225K,4/30/2014,All Residential,"Atlanta, GA",Place/City,GA
Value,$218K,1/31/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$248K,5/31/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$238K,8/31/2015,All Residential,"Atlanta, GA",Place/City,GA
Value,$260K,7/31/2016,All Residential,"Atlanta, GA",Place/City,GA
Value,$289K,10/31/2018,All Residential,"Atlanta, GA",Place/City,GA
Value,$295K,11/30/2018,All Residential,"Atlanta, GA",Place/City,GA
Value,$215K,1/31/2016,All Residential,"Chicago, IL",Place/City,IL
Value,$240K,4/30/2014,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$268K,1/31/2016,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$258K,2/29/2016,All Residential,"Ann Arbor, MI",Place/City,MI
Value,$200K,9/30/2013,All Residential,"Minneapolis, MN",Place/City,MN
Value,$220K,5/31/2015,All Residential,"Minneapolis, MN",Place/City,MN
Value,$210K,1/31/2016,All Residential,"Minneapolis, MN",Place/City,MN
Value,$230K,4/30/2016,All Residential,"Minneapolis, MN",Place/City,MN
Value,$270K,5/31/2018,All Residential,"Minneapolis, MN",Place/City,MN
Value,$252K,1/31/2019,All Residential,"Minneapolis, MN",Place/City,MN
Value,$257K,2/28/2019,All Residential,"Minneapolis, MN",Place/City,MN
Value,$170K,12/31/2013,All Residential,"Charlotte, NC",Place/City,NC
Value,$186K,9/30/2015,All Residential,"Charlotte, NC",Place/City,NC
Value,$212K,7/31/2016,All Residential,"Charlotte, NC",Place/City,NC
Value,$218K,8/31/2016,All Residential,"Charlotte, NC",Place/City,NC
Value,$195K,9/30/2016,All Residential,"Charlotte, NC",Place/City,NC
Value,$225K,1/31/2019,All Residential,"Charlotte, NC",Place/City,NC
Value,$434K,8/31/2015,All Residential,"New York, NY",Place/City,NY
Value,$125K,5/31/2013,All Residential,"Cincinnati, OH",Place/City,OH
Value,$105K,2/28/2014,All Residential,"Cincinnati, OH",Place/City,OH
Value,$263K,7/31/2016,All Residential,"Nashville, TN",Place/City,TN
Value,$245K,12/31/2016,All Residential,"Nashville, TN",Place/City,TN
Value,$300K,5/31/2018,All Residential,"Nashville, TN",Place/City,TN
Value,$302K,6/30/2018,All Residential,"Nashville, TN",Place/City,TN
Value,$292K,4/30/2019,All Residential,"Nashville, TN",Place/City,TN
Value,$255K,3/31/2013,All Residential,"Austin, TX",Place/City,TX
Value,$225K,3/31/2013,All Residential,"Dallas, TX",Place/City,TX
Value,$271K,5/31/2013,All Residential,"Austin, TX",Place/City,TX
Value,$205K,1/31/2014,All Residential,"Dallas, TX",Place/City,TX
Value,$305K,6/30/2014,All Residential,"Austin, TX",Place/City,TX
Value,$250K,6/30/2014,All Residential,"Dallas, TX",Place/City,TX
Value,$249K,7/31/2014,All Residential,"Dallas, TX",Place/City,TX
Value,$240K,8/31/2014,All Residential,"Dallas, TX",Place/City,TX
Value,$225K,10/31/2014,All Residential,"Dallas, TX",Place/City,TX
Value,$288K,11/30/2014,All Residential,"Austin, TX",Place/City,TX
Value,$194K,3/31/2015,All Residential,"Houston, TX",Place/City,TX
Value,$279K,6/30/2015,All Residential,"Dallas, TX",Place/City,TX
Value,$203K,6/30/2015,All Residential,"Houston, TX",Place/City,TX
Value,$250K,8/31/2015,All Residential,"Dallas, TX",Place/City,TX
Value,$330K,12/31/2015,All Residential,"Austin, TX",Place/City,TX
Value,$199K,12/31/2015,All Residential,"Houston, TX",Place/City,TX
Value,$183K,2/29/2016,All Residential,"Houston, TX",Place/City,TX
Value,$205K,4/30/2016,All Residential,"Houston, TX",Place/City,TX
Value,$300K,5/31/2016,All Residential,"Dallas, TX",Place/City,TX
Value,$300K,6/30/2016,All Residential,"Dallas, TX",Place/City,TX
Value,$342K,7/31/2016,All Residential,"Austin, TX",Place/City,TX
Value,$350K,8/31/2016,All Residential,"Austin, TX",Place/City,TX
Value,$214K,12/31/2016,All Residential,"Houston, TX",Place/City,TX
Value,$360K,4/30/2017,All Residential,"Austin, TX",Place/City,TX
Value,$214K,4/30/2017,All Residential,"Houston, TX",Place/City,TX
Value,$375K,6/30/2017,All Residential,"Austin, TX",Place/City,TX
Value,$335K,6/30/2017,All Residential,"Dallas, TX",Place/City,TX
Value,$357K,8/31/2017,All Residential,"Austin, TX",Place/City,TX
Value,$308K,8/31/2017,All Residential,"Dallas, TX",Place/City,TX
Value,$309K,11/30/2017,All Residential,"Dallas, TX",Place/City,TX
Value,$169K,11/30/2016,All Residential,"Newport News, VA",County,VA
Value,$179K,11/30/2017,All Residential,"Newport News, VA",County,VA
Value,$230K,9/30/2017,All Residential,"Phoenix, AZ",Place/City,AZ
Value,$761K,7/31/2012,All Residential,"San Francisco, CA",Place/City,CA
Value,$450K,5/31/2013,All Residential,"Los Angeles, CA",Place/City,CA
Value,$490K,5/31/2015,All Residential,"San Diego, CA",Place/City,CA
Value,$570K,1/31/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$585K,2/29/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$603K,7/31/2016,All Residential,"Los Angeles, CA",Place/City,CA
Value,$268K,4/30/2013,All Residential,"Denver, CO",Place/City,CO
Value,$324K,3/31/2015,All Residential,"Denver, CO",Place/City,CO
Value,$210K,12/31/2013,All Residential,"Miami, FL",Place/City,FL
Value,$270K,1/31/2017,All Residential,"Miami, FL",Place/City,FL
Value,$290K,4/30/2018,All Residential,"Miami, FL",Place/City,FL
Value,$260K,6/30/2015,All Residential,"Atlanta, GA",Place/City,GA
